Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Maruti Suzuki,Wagon R,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Vitara-Brezza,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Mercedes-Benz,E-Class,2010,14,Automatic,second,Petrol,24-Nov
Honda,Amaze,2016,8,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Grand Vitara,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Honda,Jazz,2015,9,Manual,second,Petrol,24-Oct
Maruti Suzuki,Ertiga,2024,0,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,A-Star,2013,11,Automatic,first,Petrol,24-Nov
Mahindra,Scorpio,2019,5,Manual,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2023,1,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2015,9,Manual,first,Diesel,24-Nov
Volkswagen,VentoTest,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Honda,Civic,2009,15,Automatic,second,Petrol,24-Nov
Maruti Suzuki,S-Cross,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2021,3,Automatic,first,Hybrid/CNG,24-Oct
Mahindra,XUV500,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2023,1,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2018,6,Automatic,first,Petrol,24-Nov
Mahindra,XUV500,2016,8,Automatic,second,Diesel,24-Nov
Honda,Amaze,2013,11,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Jeep,Compass,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2017,7,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2016,8,Manual,second,Petrol,24-Nov
Mahindra,Bolero,2013,11,Manual,second,Diesel,24-Nov
Kia,Carnival,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Omni,2015,9,Manual,second,Hybrid/CNG,24-Oct
Mahindra,Scorpio,2015,9,Automatic,second,Diesel,24-Nov
BMW,3 Series Gran Limousine,2021,3,Automatic,first,Petrol,24-Nov
Hyundai,Verna,2018,6,Manual,second,Diesel,24-Nov
Tata,Tiago,2024,0,Automatic,first,Hybrid/CNG,24-Oct
Toyota,Innova,2014,10,Manual,second,Diesel,24-Nov
Volkswagen,Polo,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Manual,second,Hybrid/CNG,24-Nov
Renault,Duster,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Creta,2019,5,Manual,first,Diesel,24-Nov
Hyundai,i10,2010,14,Automatic,second,Petrol,24-Nov
Lexus,NX,2019,5,Automatic,second,Petrol,24-Nov
Audi,A6,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire-Tour,2016,8,Manual,second,Diesel,24-Nov
Toyota,Innova Crysta,2018,6,Manual,first,Diesel,24-Nov
Hyundai,Fluidic Verna,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon R 1.0,2018,6,Manual,second,Petrol,24-Nov
Hyundai,Accent,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2016,8,Automatic,second,Petrol,24-Nov
Mahindra,Bolero,2010,14,Manual,second,Diesel,24-Nov
Hyundai,i10,2013,11,Manual,second,Petrol,24-Nov
Hyundai,Venue,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,first,Petrol,24-Nov
Mahindra,Scorpio,2006,18,Manual,second,Diesel,24-Nov
Mahindra,XUV500,2017,7,Automatic,first,Diesel,24-Nov
Toyota,Yaris,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Eon,2014,10,Manual,first,Petrol,24-Nov
Ford,Ecosport,2015,9,Manual,first,Diesel,24-Nov
Ford,Endeavour,2017,7,Manual,first,Diesel,24-Nov
Volkswagen,Vento,2016,8,Automatic,first,Diesel,24-Nov
Toyota,Innova,2006,18,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,second,Hybrid/CNG,24-Nov
Honda,City,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Tata,Nano,2014,10,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2013,11,Manual,second,Petrol,24-Nov
Mahindra,Thar,2024,0,Automatic,first,Diesel,24-Nov
Hyundai,Santro Xing,2012,12,Manual,first,Hybrid/CNG,24-Nov
Kia,Sonet,2020,4,Manual,second,Diesel,24-Nov
Mahindra,KUV 100,2017,7,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2009,15,Manual,first,Petrol,24-Nov
Hyundai,Creta,2019,5,Automatic,second,Diesel,24-Nov
Hyundai,i20,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2016,8,Manual,first,Hybrid/CNG,24-Nov
Toyota,Innova,2014,10,Manual,second,Diesel,24-Nov
Honda,Jazz,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Honda,Jazz,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,800,2005,19,Automatic,first,Hybrid/CNG,24-Nov
Ford,Ecosport,2015,9,Automatic,first,Petrol,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
Honda,Mobilio,2016,8,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Petrol,24-Nov
Mahindra,TUV,2017,7,Automatic,second,Diesel,24-Nov
Volkswagen,VentoTest,2016,8,Automatic,first,Petrol,24-Nov
Honda,Jazz,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2020,4,Manual,second,Hybrid/CNG,24-Nov
Mercedes-Benz,C-Class,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,S-Cross,2020,4,Manual,first,Hybrid/CNG,24-Nov
Chevrolet,Spark,2008,16,Manual,second,Petrol,24-Nov
Mahindra,XUV300,2024,0,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2006,18,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,XL6,2021,3,Manual,second,Petrol,24-Nov
Maruti Suzuki,Sx4,2007,17,Manual,second,Petrol,24-Nov
Isuzu,MUX,2017,7,Automatic,first,Diesel,24-Nov
Hyundai,New i20,2014,10,Manual,second,Petrol,24-Nov
Volkswagen,VentoTest,2011,13,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto,2005,19,Manual,second,Petrol,24-Nov
Mahindra,Jeep,2008,16,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2015,9,Manual,second,Petrol,24-Nov
Volkswagen,Polo,2015,9,Manual,second,Diesel,24-Nov
Tata,Safari Storme,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Manual,second,Hybrid/CNG,24-Nov
Volkswagen,VentoTest,2016,8,Automatic,second,Petrol,24-Nov
Mahindra,Scorpio Classic,2021,3,Manual,second,Diesel,24-Nov
Mahindra,Scorpio,2015,9,Manual,first,Diesel,24-Oct
Tata,Nexon,2019,5,Automatic,second,Petrol,24-Nov
Honda,Amaze,2019,5,Manual,first,Hybrid/CNG,24-Nov
Toyota,Etios Liva,2017,7,Manual,second,Petrol,24-Oct
Volkswagen,VentoTest,2019,5,Manual,first,Petrol,24-Nov
Honda,City,2010,14,Manual,second,Petrol,24-Nov
Hyundai,Santro Xing,2007,17,Manual,first,Petrol,24-Nov
Volkswagen,Polo,2016,8,Automatic,second,Petrol,24-Nov
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Honda,WRV,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,XL6,2021,3,Manual,first,Petrol,24-Oct
Renault,Duster,2016,8,Manual,second,Hybrid/CNG,24-Nov
Mercedes-Benz,GLC,2019,5,Automatic,second,Diesel,24-Nov
Skoda,Octavia,2018,6,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2010,14,Manual,second,Petrol,24-Nov
Chevrolet,Optra Magnum,2010,14,Automatic,second,Petrol,24-Nov
Audi,A4,2017,7,Automatic,second,Diesel,24-Nov
Audi,A4,2017,7,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2014,10,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2012,12,Manual,second,Hybrid/CNG,24-Nov
Honda,City,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Venue,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Omni,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2015,9,Manual,second,Petrol,24-Nov
Hyundai,Venue,2022,2,Manual,first,Petrol,24-Jun
Hyundai,Grand i10,2015,9,Manual,first,Petrol,24-Oct
Toyota,2.8 Legender 4X2,2024,0,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2016,8,Manual,first,Hybrid/CNG,24-Nov
Honda,Amaze,2021,3,Automatic,first,Petrol,24-Nov
Tata,Harrier,2021,3,Automatic,first,Diesel,24-Nov
Chevrolet,Spark,2010,14,Manual,second,Petrol,24-Nov
Hyundai,Santro,2019,5,Manual,first,Hybrid/CNG,24-Nov
Toyota,Yaris,2021,3,Automatic,first,Petrol,24-Nov
Honda,Brio,2016,8,Manual,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2016,8,Manual,first,Hybrid/CNG,24-Nov
Toyota,Urban Cruiser,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Mahindra,Scorpio Classic,2023,1,Manual,first,Diesel,24-Nov
Mercedes-Benz,GL-Class,2015,9,Automatic,second,Diesel,24-Nov
Honda,City,2010,14,Automatic,first,Hybrid/CNG,24-Nov
Audi,A6,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,first,Hybrid/CNG,24-Nov
Skoda,Rapid,2015,9,Manual,second,Petrol,24-Nov
Mahindra,Scorpio,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,second,Hybrid/CNG,24-Nov
Honda,City ZX,2008,16,Manual,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2021,3,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2017,7,Manual,first,Diesel,24-Nov
Honda,City ZX,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Honda,Amaze,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,second,Petrol,24-Nov
Jaguar,XF,2014,10,Automatic,second,Diesel,24-Nov
Honda,City,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2009,15,Manual,second,Hybrid/CNG,24-Nov
Volkswagen,Ameo,2019,5,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2018,6,Manual,first,Diesel,24-Oct
Volkswagen,VentoTest,2015,9,Manual,second,Diesel,24-Nov
Hyundai,i20,2019,5,Automatic,first,Petrol,24-Nov
Audi,A6,2012,12,Manual,first,Diesel,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Hyundai,Eon,2013,11,Manual,second,Petrol,24-Nov
Toyota,Corolla Altis,2017,7,Automatic,second,Petrol,24-Nov
Mahindra,XUV 300,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2015,9,Automatic,second,Petrol,24-Nov
Hyundai,Creta,2018,6,Manual,first,Diesel,24-Nov
Mercedes-Benz,GLC Class,2021,3,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2019,5,Manual,first,Petrol,24-Nov
Toyota,Corolla Altis,2012,12,Manual,second,Diesel,24-Nov
Maruti Suzuki,Grand Vitara,2021,3,Manual,first,Petrol,24-Nov
Tata,Tiago,2018,6,Manual,first,Diesel,24-Nov
Mercedes-Benz,GLA,2016,8,Automatic,second,Diesel,24-Nov
Mahindra,Marazzo,2020,4,Automatic,first,Diesel,24-Nov
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
Ford,Endeavour,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Automatic,first,Hybrid/CNG,24-Oct
Maruti Suzuki,Alto,2012,12,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto,2005,19,Manual,second,Petrol,24-Nov
Toyota,Innova,2011,13,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2018,6,Manual,second,Petrol,24-Nov
Kia,Sonet,2021,3,Manual,first,Diesel,24-Nov
Tata,Nexon,2022,2,Automatic,first,Diesel,24-Nov
Mercedes-Benz,A-class Limousine,2023,1,Automatic,first,Diesel,24-Nov
Toyota,Innova Crysta,2017,7,Manual,second,Diesel,24-Nov
Honda,City,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ciaz,2016,8,Manual,first,Petrol,24-Nov
Chevrolet,Sail,2016,8,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Manual,second,Hybrid/CNG,24-Nov
BMW,X5,2020,4,Automatic,first,Diesel,24-Nov
Mahindra,Xylo,2015,9,Manual,second,Diesel,24-Sep
Honda,CRV,2010,14,Automatic,second,Petrol,24-Nov
Honda,City,2016,8,Manual,second,Hybrid/CNG,24-Nov
Renault,Duster,2014,10,Manual,second,Diesel,24-Nov
Mercedes-Benz,C-Class,2020,4,Automatic,second,Diesel,24-Nov
Lexus,RX,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Tata,Nano,2015,9,Automatic,second,Petrol,24-Nov
Ford,Ecosport,2015,9,Manual,second,Diesel,24-Oct
Kia,Sonet,2022,2,Manual,first,Petrol,24-Nov
Honda,Jazz,2017,7,Automatic,first,Petrol,24-Nov
Honda,Amaze,2013,11,Manual,second,Hybrid/CNG,24-Nov
Tata,Harrier,2023,1,Manual,first,Diesel,24-Nov
Porsche,Panamera,2020,4,Automatic,first,Petrol,24-Nov
BMW,5 Series,2012,12,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2004,20,Manual,second,Petrol,24-Nov
Skoda,Rapid,2013,11,Manual,first,Diesel,24-Nov
Toyota,Corolla,2006,18,Automatic,second,Petrol,24-Nov
Mahindra,XUV500,2016,8,Manual,second,Diesel,24-Nov
Hyundai,Creta,2016,8,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Omni,2011,13,Manual,second,Petrol,24-Nov
Tata,Nexon,2018,6,Manual,first,Diesel,24-Nov
Ford,Endeavour,2018,6,Automatic,first,Diesel,24-Nov
BMW,X3,2017,7,Automatic,first,Diesel,24-Oct
Tata,Altroz,2021,3,Manual,first,Petrol,24-Nov
Maruti Suzuki,S-Presso,2020,4,Automatic,first,Petrol,24-Nov
Tata,Tiago,2021,3,Automatic,first,Petrol,24-Nov
Kia,Seltos,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Estilo,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Renault,KWID,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2008,16,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,GLA,2016,8,Automatic,first,Diesel,24-Nov
Hyundai,Santro Xing,2010,14,Manual,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,GLC,2020,4,Automatic,second,Diesel,24-Nov
Toyota,Corolla Altis,2010,14,Manual,second,Hybrid/CNG,24-Nov
Nissan,Sunny,2014,10,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-Stingray,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2022,2,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2024,0,Manual,first,Hybrid/CNG,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Kia,Carens,2022,2,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Xcent,2020,4,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2018,6,Manual,first,Diesel,24-Nov
BMW,5 Series,2016,8,Automatic,second,Diesel,24-Nov
Toyota,Corolla Altis,2009,15,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i20,2010,14,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ritz,2016,8,Manual,first,Diesel,24-Nov
Hyundai,i20 Active,2015,9,Manual,first,Diesel,24-Nov
Hyundai,Creta,2023,1,Automatic,first,Diesel,24-Nov
Renault,KWID,2016,8,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Honda,City,2010,14,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,first,Petrol,24-Nov
Land Rover,Range Rover Sport,2019,5,Automatic,first,Diesel,24-Oct
Hyundai,Santro,2019,5,Automatic,second,Petrol,24-Nov
Kia,Carnival,2021,3,Automatic,first,Diesel,24-Nov
Toyota,Fortuner,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2021,3,Manual,first,Hybrid/CNG,24-Aug
Maruti Suzuki,Baleno,2019,5,Automatic,second,Petrol,24-Oct
Hyundai,Grand i10,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2015,9,Manual,second,Petrol,24-Nov
Hyundai,Grand i10,2018,6,Manual,first,Diesel,24-Nov
Volkswagen,VentoTest,2015,9,Automatic,second,Petrol,24-Oct
Mercedes-Benz,C-Class,2010,14,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2009,15,Manual,second,Petrol,24-Nov
Hyundai,Creta,2016,8,Automatic,second,Petrol,24-Nov
Audi,A6,2021,3,Automatic,first,Petrol,24-Nov
BMW,5 Series,2023,1,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Creta,2018,6,Automatic,second,Diesel,24-Nov
Ford,Ecosport,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Zen-Estilo,2012,12,Manual,second,Hybrid/CNG,24-Nov
Toyota,Glanza,2023,1,Manual,first,Hybrid/CNG,24-Oct
Toyota,Fortuner,2019,5,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2023,1,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ritz,2016,8,Manual,first,Hybrid/CNG,24-Nov
Renault,Duster,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift,2012,12,Manual,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,first,Diesel,24-Nov
Volvo,S60,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ignis,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Skoda,Octavia,2014,10,Automatic,second,Diesel,24-Nov
Land Rover,Range Rover Velar,2020,4,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2014,10,Manual,second,Hybrid/CNG,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Toyota,Innova Crysta,2017,7,Automatic,second,Diesel,24-Nov
Hyundai,Elite i20,2017,7,Manual,first,Petrol,24-Nov
Hyundai,Elantra,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Petrol,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Santro,2003,21,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Creta,2018,6,Automatic,first,Petrol,24-Nov
Honda,City,2009,15,Manual,second,Petrol,24-Nov
Hyundai,Xcent Prime,2022,2,Automatic,first,Hybrid/CNG,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Chevrolet,Cruze,2014,10,Automatic,second,Diesel,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Honda,Civic,2010,14,Manual,second,Hybrid/CNG,24-Nov
Chevrolet,OptraSRV,2006,18,Manual,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,first,Diesel,24-Nov
Hyundai,New Santro,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2022,2,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Creta,2020,4,Automatic,second,Diesel,24-Nov
Tata,Altroz,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2020,4,Manual,first,Petrol,24-Nov
Honda,Amaze,2015,9,Automatic,first,Petrol,24-Nov
Mercedes-Benz,C Class,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i10,2009,15,Manual,second,Hybrid/CNG,24-Nov
Tata,Nexon,2018,6,Automatic,second,Petrol,24-Oct
Maruti Suzuki,Ciaz,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Volkswagen,Passat,2019,5,Automatic,first,Diesel,24-Nov
Mahindra,XUV700,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,Creta,2022,2,Manual,first,Petrol,24-Nov
Audi,A3,2015,9,Automatic,first,Diesel,24-Nov
Honda,City,2011,13,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Skoda,Kushaq,2021,3,Automatic,first,Petrol,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
BMW,3 Series GT,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,Verna,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,A-Star,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Innova,2015,9,Manual,first,Diesel,24-Jun
Maruti Suzuki,Wagon-R,2022,2,Manual,first,Hybrid/CNG,24-Sep
Renault,Duster,2019,5,Manual,second,Hybrid/CNG,24-Nov
Toyota,Camry,2014,10,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Etios,2016,8,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Audi,2.9 Sportback,2018,6,Automatic,second,Petrol,24-Oct
Maruti Suzuki,Swift-Dzire,2020,4,Automatic,first,Petrol,24-Nov
Audi,Q5,2014,10,Automatic,first,Diesel,24-Nov
Mahindra,XUV500,2015,9,Manual,second,Diesel,24-Sep
Hyundai,i20,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Manual,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2023,1,Automatic,first,Petrol,24-Nov
Skoda,Superb,2021,3,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,second,Petrol,24-Nov
Hyundai,New i20,2022,2,Manual,first,Petrol,24-Nov
Renault,KWID,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ignis,2021,3,Automatic,first,Petrol,24-Nov
Land Rover,Discovery Sport,2015,9,Automatic,first,Diesel,24-Nov
Honda,City,2010,14,Manual,second,Petrol,24-Nov
Hyundai,Creta,2020,4,Manual,second,Diesel,24-Nov
Ford,Aspire,2019,5,Manual,first,Diesel,24-Oct
Maruti Suzuki,Vitara-Brezza,2019,5,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2021,3,Manual,first,Hybrid/CNG,24-Nov
Honda,Jazz,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2015,9,Manual,second,Diesel,24-Nov
Honda,City,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto-K10,2019,5,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Hybrid/CNG,24-Nov
Honda,Jazz,2012,12,Manual,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2018,6,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Manual,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2013,11,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2017,7,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2005,19,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Mercedes-Benz,S-Class,2015,9,Automatic,second,Diesel,24-Nov
Toyota,Innova,2011,13,Manual,second,Diesel,24-Nov
Maruti Suzuki,Omni,2012,12,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2013,11,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2015,9,Automatic,second,Petrol,24-Nov
